Condition,HCUP_ORDER,GROUP_HCUP,DIAGNOSIS_CODE,SHORT_DESCRIPTION
CONECTIVEDISEASE,199,Other connective tissue disease,M354,Diffuse (eosinophilic) fasciitis
CONECTIVEDISEASE,199,Other connective tissue disease,M356,Relapsing panniculitis [Weber-Christian]
CONECTIVEDISEASE,199,Other connective tissue disease,M357,Hypermobility syndrome
CONECTIVEDISEASE,199,Other connective tissue disease,M358,Other specified systemic involvement of connective tissue
CONECTIVEDISEASE,199,Other connective tissue disease,M60000,"Infective myositis, unspecified right arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60001,"Infective myositis, unspecified left arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60002,"Infective myositis, unspecified arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60003,"Infective myositis, unspecified right leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60004,"Infective myositis, unspecified left leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60005,"Infective myositis, unspecified leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60009,"Infective myositis, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M60011,"Infective myositis, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60012,"Infective myositis, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60019,"Infective myositis, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60021,"Infective myositis, right upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60022,"Infective myositis, left upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60029,"Infective myositis, unspecified upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60031,"Infective myositis, right forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60032,"Infective myositis, left forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60039,"Infective myositis, unspecified forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60041,"Infective myositis, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60042,"Infective myositis, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60043,"Infective myositis, unspecified hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60044,"Infective myositis, right finger(s)"
CONECTIVEDISEASE,199,Other connective tissue disease,M60045,"Infective myositis, left finger(s)"
CONECTIVEDISEASE,199,Other connective tissue disease,M60046,"Infective myositis, unspecified finger(s)"
CONECTIVEDISEASE,199,Other connective tissue disease,M60051,"Infective myositis, right thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60052,"Infective myositis, left thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60059,"Infective myositis, unspecified thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60061,"Infective myositis, right lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60062,"Infective myositis, left lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60069,"Infective myositis, unspecified lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60070,"Infective myositis, right ankle"
CONECTIVEDISEASE,199,Other connective tissue disease,M60071,"Infective myositis, left ankle"
CONECTIVEDISEASE,199,Other connective tissue disease,M60072,"Infective myositis, unspecified ankle"
CONECTIVEDISEASE,199,Other connective tissue disease,M60073,"Infective myositis, right foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M60074,"Infective myositis, left foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M60075,"Infective myositis, unspecified foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M60076,"Infective myositis, right toe(s)"
CONECTIVEDISEASE,199,Other connective tissue disease,M60077,"Infective myositis, left toe(s)"
CONECTIVEDISEASE,199,Other connective tissue disease,M60078,"Infective myositis, unspecified toe(s)"
CONECTIVEDISEASE,199,Other connective tissue disease,M6008,"Infective myositis, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M6009,"Infective myositis, multiple sites"
CONECTIVEDISEASE,199,Other connective tissue disease,M6010,Interstitial myositis of unspecified site
CONECTIVEDISEASE,199,Other connective tissue disease,M60111,"Interstitial myositis, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60112,"Interstitial myositis, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60119,"Interstitial myositis, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60121,"Interstitial myositis, right upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60122,"Interstitial myositis, left upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60129,"Interstitial myositis, unspecified upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60131,"Interstitial myositis, right forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60132,"Interstitial myositis, left forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60139,"Interstitial myositis, unspecified forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60141,"Interstitial myositis, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60142,"Interstitial myositis, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60149,"Interstitial myositis, unspecified hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60151,"Interstitial myositis, right thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60152,"Interstitial myositis, left thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60159,"Interstitial myositis, unspecified thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60161,"Interstitial myositis, right lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60162,"Interstitial myositis, left lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60169,"Interstitial myositis, unspecified lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60171,"Interstitial myositis, right ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M60172,"Interstitial myositis, left ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M60179,"Interstitial myositis, unspecified ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M6018,"Interstitial myositis, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M6019,"Interstitial myositis, multiple sites"
CONECTIVEDISEASE,199,Other connective tissue disease,M6020,"Foreign body granuloma of soft tissue, NEC, unsp site"
CONECTIVEDISEASE,199,Other connective tissue disease,M60211,"Foreign body granuloma of soft tissue, NEC, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60212,"Foreign body granuloma of soft tissue, NEC, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60219,"Foreign body granuloma of soft tissue, NEC, unsp shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60221,"Foreign body granuloma of soft tissue, NEC, right upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60222,"Foreign body granuloma of soft tissue, NEC, left upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60229,"Foreign body granuloma of soft tissue, NEC, unsp upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60231,"Foreign body granuloma of soft tissue, NEC, right forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60232,"Foreign body granuloma of soft tissue, NEC, left forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60239,"Foreign body granuloma of soft tissue, NEC, unsp forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60241,"Foreign body granuloma of soft tissue, NEC, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60242,"Foreign body granuloma of soft tissue, NEC, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60249,"Foreign body granuloma of soft tissue, NEC, unsp hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60251,"Foreign body granuloma of soft tissue, NEC, right thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60252,"Foreign body granuloma of soft tissue, NEC, left thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60259,"Foreign body granuloma of soft tissue, NEC, unsp thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60261,"Foreign body granuloma of soft tissue, NEC, right lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60262,"Foreign body granuloma of soft tissue, NEC, left lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60269,"Foreign body granuloma of soft tissue, NEC, unsp lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60271,"Foreign body granuloma of soft tissue, NEC, right ank/ft"
CONECTIVEDISEASE,199,Other connective tissue disease,M60272,"Foreign body granuloma of soft tissue, NEC, left ank/ft"
CONECTIVEDISEASE,199,Other connective tissue disease,M60279,"Foreign body granuloma of soft tissue, NEC, unsp ank/ft"
CONECTIVEDISEASE,199,Other connective tissue disease,M6028,"Foreign body granuloma of soft tissue, NEC, oth site"
CONECTIVEDISEASE,199,Other connective tissue disease,M6080,"Other myositis, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M60811,"Other myositis, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60812,"Other myositis, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60819,"Other myositis, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M60821,"Other myositis, right upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60822,"Other myositis, left upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60829,"Other myositis, unspecified upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60831,"Other myositis, right forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60832,"Other myositis, left forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60839,"Other myositis, unspecified forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M60841,"Other myositis, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60842,"Other myositis, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60849,"Other myositis, unspecified hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M60851,"Other myositis, right thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60852,"Other myositis, left thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60859,"Other myositis, unspecified thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M60861,"Other myositis, right lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60862,"Other myositis, left lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60869,"Other myositis, unspecified lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M60871,"Other myositis, right ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M60872,"Other myositis, left ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M60879,"Other myositis, unspecified ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M6088,"Other myositis, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M6089,"Other myositis, multiple sites"
CONECTIVEDISEASE,199,Other connective tissue disease,M609,"Myositis, unspecified"
CONECTIVEDISEASE,199,Other connective tissue disease,M6100,"Myositis ossificans traumatica, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M61011,"Myositis ossificans traumatica, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M61012,"Myositis ossificans traumatica, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M61019,"Myositis ossificans traumatica, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M61021,"Myositis ossificans traumatica, right upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61022,"Myositis ossificans traumatica, left upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61029,"Myositis ossificans traumatica, unspecified upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61031,"Myositis ossificans traumatica, right forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61032,"Myositis ossificans traumatica, left forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61039,"Myositis ossificans traumatica, unspecified forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61041,"Myositis ossificans traumatica, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M61042,"Myositis ossificans traumatica, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M61049,"Myositis ossificans traumatica, unspecified hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M61051,"Myositis ossificans traumatica, right thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M61052,"Myositis ossificans traumatica, left thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M61059,"Myositis ossificans traumatica, unspecified thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M61061,"Myositis ossificans traumatica, right lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M61062,"Myositis ossificans traumatica, left lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M61069,"Myositis ossificans traumatica, unspecified lower leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M61071,"Myositis ossificans traumatica, right ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M61072,"Myositis ossificans traumatica, left ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M61079,"Myositis ossificans traumatica, unspecified ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M6108,"Myositis ossificans traumatica, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M6109,"Myositis ossificans traumatica, multiple sites"
CONECTIVEDISEASE,199,Other connective tissue disease,M6110,"Myositis ossificans progressiva, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M61111,"Myositis ossificans progressiva, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M61112,"Myositis ossificans progressiva, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M61119,"Myositis ossificans progressiva, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M61121,"Myositis ossificans progressiva, right upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61122,"Myositis ossificans progressiva, left upper arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61129,"Myositis ossificans progressiva, unspecified arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61131,"Myositis ossificans progressiva, right forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61132,"Myositis ossificans progressiva, left forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61139,"Myositis ossificans progressiva, unspecified forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M61141,"Myositis ossificans progressiva, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M61142,"Myositis ossificans progressiva, left hand"
