DIAGNOSIS_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION,GROUP1,GROUP2,GROUP3,GROUP_HCUP_ID,GROUP_HCUP,HCUP_ORDER
80135,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",Cl skl base fx-deep coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80136,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",Cl skul base fx-coma NOS,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80139,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",Cl skull base fx-concuss,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80140,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",Cl sk base fx/br inj NEC,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80141,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",Cl skul base fx w/o coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80142,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",Cl skul base fx-brf coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80143,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",Cl skul base fx-mod coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80144,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level",Cl skl base fx-prol coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80145,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",Cl skl base fx-deep coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80146,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",Cl skul base fx-coma NOS,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80149,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",Cl skull base fx-concuss,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80150,"Open fracture of base of skull without mention of intracranial injury, unspecified state of consciousness",Open skull base fracture,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,228,Skull and face fractures,216
80151,"Open fracture of base of skull without mention of intracranial injury, with no loss of consciousness",Opn skl base fx w/o coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,228,Skull and face fractures,216
80152,"Open fracture of base of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",Opn skl base fx-brf coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,228,Skull and face fractures,216
80153,"Open fracture of base of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",Opn skl base fx-mod coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,228,Skull and face fractures,216
80154,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Op skl base fx-prol coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,228,Skull and face fractures,216
80155,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",Op skl base fx-deep coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,228,Skull and face fractures,216
80156,"Open fracture of base of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",Opn skl base fx-coma NOS,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,228,Skull and face fractures,216
80159,"Open fracture of base of skull without mention of intracranial injury, with concussion, unspecified",Opn skul base fx-concuss,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,228,Skull and face fractures,216
80160,"Open fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness",Op skl base fx/cereb lac,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80161,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness",Opn skl base fx w/o coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80162,"Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",Opn skl base fx-brf coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80163,"Open fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",Opn skl base fx-mod coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80164,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Op skl base fx-prol coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80165,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",Op skl base fx-deep coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80166,"Open fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",Opn skl base fx-coma NOS,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80169,"Open fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified",Opn skul base fx-concuss,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80170,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",Op skl base fx/menin hem,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80171,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",Opn skl base fx w/o coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80172,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",Opn skl base fx-brf coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80173,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",Opn skl base fx-mod coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80174,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Op skl base fx-prol coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80175,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",Op skl base fx-deep coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80176,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",Opn skl base fx-coma NOS,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80179,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",Opn skul base fx-concuss,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80180,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",Opn skul base fx/hem NEC,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80181,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",Opn skl base fx w/o coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80182,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",Opn skl base fx-brf coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80183,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",Opn skl base fx-mod coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80184,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Op skl base fx-prol coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80185,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",Op skl base fx-deep coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80186,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",Opn skl base fx-coma NOS,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80189,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",Opn skul base fx-concuss,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80190,"Open fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",Op sk base fx/br inj NEC,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80191,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",Op skul base fx w/o coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80192,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",Opn skl base fx-brf coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80193,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",Opn skl base fx-mod coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80194,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Op skl base fx-prol coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80195,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",Op skl base fx-deep coma,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80196,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",Opn skl base fx-coma NOS,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
80199,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",Opn skul base fx-concuss,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF BASE OF SKULL,233,Intracranial injury,221
8020,Closed fracture of nasal bones,Nasal bone fx-closed,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF FACE BONES,228,Skull and face fractures,216
8021,Open fracture of nasal bones,Nasal bone fx-open,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF FACE BONES,228,Skull and face fractures,216
80220,"Closed fracture of mandible, unspecified site",Mandible fx NOS-closed,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF FACE BONES,228,Skull and face fractures,216
80221,"Closed fracture of mandible, condylar process",Fx condyl proc mandib-cl,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF FACE BONES,228,Skull and face fractures,216
80222,"Closed fracture of mandible, subcondylar",Subcondylar fx mandib-cl,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF FACE BONES,228,Skull and face fractures,216
80223,"Closed fracture of mandible, coronoid process",Fx coron proc mandib-cl,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF FACE BONES,228,Skull and face fractures,216
80224,"Closed fracture of mandible, ramus, unspecified",Fx ramus NOS-closed,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF FACE BONES,228,Skull and face fractures,216
80225,"Closed fracture of mandible, angle of jaw",Fx angle of jaw-closed,INJURY AND POISONING,FRACTURE OF SKULL,FRACTURE OF FACE BONES,228,Skull and face fractures,216
